"age","workclass","education","marital_status","occupation","race","sex","hours_per_week","income"
24,"Private","Bachelors","Single","Service","White","Female",20,0
37,"Private","HS-grad","Married","White-Collar","White","Female",60,0
52,"Private","HS-grad","Divorced","Blue-Collar","White","Male",40,0
38,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
49,"Private","Masters","Married","White-Collar","White","Male",45,1
30,"Private","Bachelors","Married","Service","White","Female",16,1
60,"Private","Some-college","Single","Professional","White","Male",40,1
22,"Other/Unknown","Some-college","Single","Other/Unknown","White","Male",40,0
35,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
30,"Private","HS-grad","Single","Blue-Collar","White","Male",60,0
67,"Private","Assoc","Divorced","Service","White","Female",24,0
46,"Private","Bachelors","Single","Blue-Collar","White","Female",40,0
17,"Private","School","Single","Service","White","Male",6,0
22,"Private","Some-college","Single","Blue-Collar","White","Male",30,0
27,"Private","School","Single","Service","White","Male",40,0
23,"Private","HS-grad","Single","Service","White","Female",35,0
33,"Private","Assoc","Married","Blue-Collar","White","Male",45,0
43,"Self-Employed","Some-college","Married","Blue-Collar","White","Male",20,0
28,"Government","Bachelors","Single","Professional","White","Male",20,0
41,"Private","HS-grad","Married","Blue-Collar","White","Female",40,0
52,"Other/Unknown","School","Single","Other/Unknown","Other","Male",40,0
25,"Private","Some-college","Married","White-Collar","Other","Female",20,0
63,"Other/Unknown","School","Married","Other/Unknown","White","Male",35,0
59,"Government","HS-grad","Married","Blue-Collar","White","Male",45,0
45,"Government","Bachelors","Divorced","Professional","White","Female",40,0
38,"Private","Bachelors","Married","Sales","White","Male",60,1
40,"Private","HS-grad","Single","Service","White","Female",35,0
46,"Government","HS-grad","Divorced","White-Collar","White","Male",40,0
35,"Private","Assoc","Single","White-Collar","White","Female",60,0
34,"Private","HS-grad","Divorced","Professional","White","Female",25,0
33,"Private","Bachelors","Single","Blue-Collar","White","Male",20,0
41,"Private","HS-grad","Divorced","White-Collar","White","Female",36,0
20,"Private","Some-college","Single","Blue-Collar","White","Male",40,0
23,"Private","School","Single","Service","White","Male",40,0
26,"Private","Some-college","Single","Professional","White","Female",35,0
72,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Male",20,0
23,"Government","HS-grad","Single","Blue-Collar","White","Male",40,0
62,"Government","HS-grad","Married","Blue-Collar","White","Male",40,0
52,"Private","Some-college","Married","White-Collar","White","Male",40,0
58,"Private","Some-college","Divorced","Service","White","Female",42,0
25,"Private","Bachelors","Single","Sales","White","Female",40,0
24,"Private","Bachelors","Single","White-Collar","Other","Male",40,0
19,"Private","Some-college","Single","Service","White","Male",8,0
43,"Private","Some-college","Married","White-Collar","White","Male",40,0
47,"Government","HS-grad","Separated","White-Collar","Other","Female",40,0
39,"Private","HS-grad","Divorced","Service","White","Female",40,0
49,"Private","Assoc","Married","Blue-Collar","White","Male",42,0
53,"Other/Unknown","School","Widowed","Other/Unknown","Other","Female",30,0
32,"Private","Assoc","Single","Blue-Collar","White","Male",45,0
34,"Private","Some-college","Married","Professional","White","Male",50,1
28,"Private","HS-grad","Divorced","Blue-Collar","White","Male",45,0
57,"Other/Unknown","Assoc","Widowed","Other/Unknown","White","Female",38,0
25,"Private","Some-college","Single","White-Collar","Other","Female",20,0
20,"Other/Unknown","Some-college","Single","Other/Unknown","White","Male",24,0
21,"Other/Unknown","Some-college","Single","Other/Unknown","White","Female",35,0
34,"Private","Bachelors","Married","Professional","White","Male",50,1
38,"Self-Employed","Bachelors","Married","White-Collar","White","Male",80,1
50,"Private","HS-grad","Married","White-Collar","White","Male",50,1
24,"Government","Some-college","Divorced","Blue-Collar","Other","Male",50,0
37,"Government","Some-college","Married","Service","White","Male",45,1
44,"Private","Some-college","Divorced","Blue-Collar","White","Male",58,1
28,"Private","Some-college","Married","Sales","White","Female",40,0
42,"Private","Bachelors","Married","White-Collar","White","Male",40,1
74,"Private","Some-college","Divorced","White-Collar","White","Female",9,0
38,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",50,0
44,"Self-Employed","Masters","Married","Professional","White","Male",40,0
44,"Private","School","Divorced","Blue-Collar","Other","Female",46,0
26,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
36,"Private","HS-grad","Married","Service","Other","Male",40,0
41,"Private","Assoc","Married","White-Collar","White","Female",50,1
67,"Private","Prof-school","Married","Professional","White","Male",48,1
39,"Government","School","Married","Service","White","Male",50,0
57,"Private","School","Widowed","Service","Other","Female",30,0
29,"Private","Assoc","Separated","Blue-Collar","White","Male",40,0
31,"Self-Employed","Bachelors","Single","Blue-Collar","White","Female",45,0
34,"Other/Unknown","HS-grad","Single","Other/Unknown","Other","Female",40,0
44,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
29,"Private","Doctorate","Single","Professional","White","Male",40,0
30,"Private","Some-college","Single","Blue-Collar","White","Female",40,0
27,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
27,"Private","Some-college","Married","Sales","White","Male",50,0
32,"Private","HS-grad","Single","Blue-Collar","White","Female",45,0
58,"Private","School","Married","Service","White","Female",8,0
35,"Government","Some-college","Married","Service","White","Male",40,0
21,"Private","HS-grad","Single","Blue-Collar","White","Male",36,0
28,"Private","Some-college","Single","Blue-Collar","White","Male",40,0
46,"Self-Employed","Some-college","Divorced","White-Collar","White","Male",50,0
36,"Self-Employed","HS-grad","Separated","Service","White","Female",40,0
72,"Private","School","Widowed","White-Collar","White","Female",40,0
35,"Private","HS-grad","Married","Blue-Collar","Other","Female",40,0
33,"Government","Assoc","Divorced","Blue-Collar","Other","Female",40,1
69,"Private","School","Single","Blue-Collar","White","Female",40,0
35,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
31,"Private","HS-grad","Separated","White-Collar","White","Female",20,0
34,"Private","HS-grad","Married","Service","White","Female",32,0
30,"Private","School","Married","Service","White","Male",40,0
28,"Private","Bachelors","Single","Blue-Collar","White","Male",55,0
54,"Private","Bachelors","Married","Sales","White","Male",35,1
47,"Private","Some-college","Married","Professional","White","Male",50,1
24,"Private","HS-grad","Single","Blue-Collar","Other","Female",40,0
52,"Self-Employed","Bachelors","Married","Professional","White","Male",60,1
20,"Private","HS-grad","Single","Blue-Collar","Other","Male",48,0
43,"Self-Employed","Masters","Married","White-Collar","White","Male",45,0
45,"Private","School","Separated","Service","White","Female",40,0
29,"Self-Employed","HS-grad","Separated","Blue-Collar","White","Male",35,0
47,"Private","Masters","Divorced","White-Collar","White","Male",42,0
24,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
51,"Private","HS-grad","Married","Professional","White","Male",40,0
17,"Private","School","Single","Sales","White","Male",12,0
37,"Private","Assoc","Married","Blue-Collar","White","Male",40,1
27,"Private","Doctorate","Single","Professional","White","Female",70,0
29,"Private","Bachelors","Married","White-Collar","White","Male",40,1
18,"Other/Unknown","School","Single","Other/Unknown","White","Male",25,0
36,"Self-Employed","Assoc","Divorced","Sales","White","Female",35,0
58,"Government","Bachelors","Single","Professional","White","Female",40,0
26,"Self-Employed","Some-college","Married","Blue-Collar","White","Male",45,0
65,"Other/Unknown","Some-college","Married","Other/Unknown","White","Male",30,1
57,"Private","HS-grad","Married","Sales","White","Male",40,1
59,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
27,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
31,"Self-Employed","Bachelors","Single","Service","White","Male",40,0
21,"Private","Some-college","Single","Sales","White","Female",24,0
29,"Private","Some-college","Single","White-Collar","White","Male",60,0
18,"Private","School","Single","Service","White","Male",40,0
52,"Private","School","Married","Blue-Collar","White","Male",47,1
57,"Self-Employed","Bachelors","Divorced","Professional","White","Male",80,0
42,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Male",40,0
55,"Other/Unknown","HS-grad","Married","Other/Unknown","Other","Female",40,0
60,"Private","School","Single","Blue-Collar","White","Male",48,1
31,"Private","Bachelors","Married","Professional","White","Male",40,1
23,"Private","Bachelors","Single","White-Collar","White","Female",40,0
27,"Private","HS-grad","Single","Sales","White","Male",40,0
23,"Other/Unknown","Some-college","Single","Other/Unknown","Other","Female",25,0
42,"Self-Employed","Prof-school","Married","Professional","White","Male",50,1
25,"Private","Some-college","Single","Service","White","Male",40,0
49,"Private","Bachelors","Single","Professional","White","Female",45,0
32,"Private","Bachelors","Single","Service","White","Male",40,0
19,"Private","Some-college","Single","White-Collar","White","Male",28,0
60,"Private","School","Divorced","Service","White","Female",40,0
42,"Government","School","Married","Service","White","Male",40,0
35,"Self-Employed","Assoc","Single","Blue-Collar","White","Male",40,0
48,"Private","HS-grad","Single","White-Collar","Other","Female",37,0
51,"Private","Masters","Married","Blue-Collar","White","Male",40,1
29,"Private","HS-grad","Single","Blue-Collar","Other","Male",40,0
36,"Government","HS-grad","Separated","White-Collar","Other","Male",40,0
17,"Private","School","Single","Service","White","Female",21,0
52,"Private","Masters","Divorced","Professional","White","Female",60,0
24,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
24,"Private","HS-grad","Married","Blue-Collar","White","Male",50,0
26,"Government","Bachelors","Single","Professional","White","Male",40,0
27,"Private","Bachelors","Single","Service","White","Female",20,0
39,"Private","HS-grad","Single","Blue-Collar","White","Male",60,0
30,"Private","HS-grad","Married","Blue-Collar","Other","Male",45,0
50,"Self-Employed","HS-grad","Married","White-Collar","White","Male",32,0
52,"Self-Employed","Bachelors","Married","Sales","White","Male",55,0
46,"Private","Prof-school","Married","Professional","White","Male",45,1
23,"Private","Bachelors","Single","Sales","White","Female",20,0
45,"Private","School","Widowed","Service","Other","Female",20,0
65,"Private","School","Widowed","Service","Other","Female",24,0
29,"Private","Assoc","Married","Blue-Collar","White","Male",55,0
47,"Private","School","Married","Blue-Collar","White","Male",40,0
30,"Private","HS-grad","Single","Blue-Collar","Other","Male",60,0
34,"Private","HS-grad","Married","Sales","White","Male",45,1
38,"Self-Employed","HS-grad","Married","Sales","White","Male",64,0
33,"Private","Some-college","Married","White-Collar","White","Male",40,1
49,"Private","Bachelors","Married","Sales","White","Male",26,1
47,"Self-Employed","Some-college","Single","Service","Other","Female",40,0
49,"Government","School","Separated","Service","Other","Female",40,0
43,"Private","Some-college","Married","Blue-Collar","White","Male",60,1
30,"Private","Bachelors","Married","White-Collar","Other","Female",40,1
58,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",60,0
19,"Private","HS-grad","Single","Service","White","Female",14,0
21,"Private","Bachelors","Single","Blue-Collar","White","Male",40,0
33,"Private","Bachelors","Married","White-Collar","White","Male",60,1
47,"Self-Employed","School","Married","Blue-Collar","White","Male",50,0
52,"Self-Employed","Doctorate","Married","Professional","White","Male",60,1
26,"Private","HS-grad","Divorced","Blue-Collar","White","Male",55,0
60,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
21,"Private","Some-college","Single","Blue-Collar","White","Male",40,0
36,"Private","Some-college","Married","Sales","White","Male",50,1
31,"Private","Some-college","Married","Blue-Collar","White","Male",45,0
50,"Self-Employed","Doctorate","Separated","Professional","White","Male",40,1
31,"Government","HS-grad","Divorced","White-Collar","White","Female",40,0
71,"Private","HS-grad","Married","Blue-Collar","White","Male",15,0
58,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Male",50,0
