emp_length,annual_inc,open_acc,credit_years,grade,home_ownership,purpose,addr_state,loan_status
9,57000,10,6,B,MORTGAGE,debt,Other,1
4,80000,8,12,A,MORTGAGE,debt,Other,0
6,85000,9,8,D,MORTGAGE,purchase,Other,0
10,140000,14,12,D,OWN,debt,TX,1
6,36000,8,5,B,OWN,debt,CA,0
1,70000,9,21,B,RENT,debt,Other,1
4,51360,8,4,D,RENT,debt,NY,1
4,163000,5,4,B,RENT,purchase,CA,1
4,59393,12,14,B,MORTGAGE,purchase,Other,1
4,65000,12,5,D,MORTGAGE,purchase,FL,0
3,29772.96,6,11,D,RENT,purchase,TX,0
1,12996,5,5,C,OWN,purchase,TX,1
10,68000,12,26,E,MORTGAGE,debt,Other,1
1,44475,9,9,B,OWN,debt,CA,1
10,88000,13,16,D,MORTGAGE,debt,TX,1
4,85000,6,8,F,RENT,debt,Other,0
3,36000,6,20,B,MORTGAGE,purchase,GA,1
7,117000,5,12,B,RENT,purchase,CA,1
2,160000,12,15,E,RENT,debt,CA,0
3,80000,16,11,E,RENT,debt,FL,1
10,28000,7,12,A,RENT,debt,Other,0
5,48000,10,14,B,RENT,purchase,CA,1
10,60000,10,10,B,MORTGAGE,purchase,Other,0
5,40000,27,16,G,RENT,purchase,FL,0
2,45500,7,7,B,RENT,debt,GA,1
6,156000,16,20,C,MORTGAGE,purchase,FL,1
1,40000,8,12,B,RENT,debt,Other,1
10,96000,15,16,E,MORTGAGE,debt,IL,1
10,50000,12,13,D,MORTGAGE,debt,Other,1
10,80000,8,12,E,MORTGAGE,debt,TX,1
6,110000,10,10,C,MORTGAGE,debt,Other,1
10,59400,9,26,A,RENT,debt,CA,1
10,106000,10,19,A,MORTGAGE,debt,Other,1
7,36000,5,6,B,RENT,debt,NY,1
4,51000,13,8,E,RENT,debt,NY,1
2,25000,15,11,B,RENT,purchase,IL,1
5,35000,11,6,D,RENT,debt,CA,1
1,33000,10,6,C,RENT,debt,IL,0
10,93000,12,13,D,MORTGAGE,debt,CA,1
6,85000,14,39,G,RENT,debt,NY,0
8,50000,9,13,B,RENT,debt,CA,1
2,41000,8,7,B,RENT,debt,NY,0
2,50000,9,9,D,RENT,debt,CA,1
4,30000,4,6,B,RENT,debt,Other,1
5,57000,10,6,B,RENT,debt,CA,0
2,110000,9,8,D,RENT,debt,Other,1
7,50132,6,12,C,RENT,purchase,CA,0
6,62500,7,15,A,MORTGAGE,debt,Other,1
1,60000,11,12,A,RENT,debt,Other,1
6,130000,9,18,E,RENT,debt,Other,1
7,60000,13,10,A,RENT,purchase,Other,1
5,65000,12,13,E,MORTGAGE,debt,Other,1
3,67735,8,8,D,MORTGAGE,debt,Other,1
1,47800,10,13,B,RENT,debt,CA,0
1,99600,13,12,B,MORTGAGE,debt,CA,1
1,54000,8,24,B,MORTGAGE,purchase,Other,1
8,49000,9,10,B,RENT,debt,NY,1
1,33996,6,12,D,RENT,purchase,TX,1
10,65000,6,12,B,RENT,debt,Other,0
4,44160,6,7,C,RENT,purchase,Other,1
5,32000,12,7,A,RENT,debt,TX,1
1,94500,11,7,A,MORTGAGE,debt,CA,1
3,19498,7,13,A,RENT,debt,Other,1
1,30000,8,21,E,RENT,debt,FL,1
9,88000,11,9,C,MORTGAGE,debt,NY,0
4,45000,14,13,B,RENT,debt,Other,1
1,37500,12,9,C,RENT,debt,Other,1
5,89000,8,17,C,MORTGAGE,debt,FL,1
4,120000,10,13,B,RENT,debt,GA,1
7,35000,8,9,B,RENT,debt,Other,1
1,50000,10,15,A,MORTGAGE,debt,Other,1
10,30000,10,5,C,RENT,debt,NY,0
7,25279.67,3,6,D,RENT,debt,Other,1
10,29000,6,15,B,RENT,debt,Other,1
6,65000,18,16,C,RENT,debt,CA,1
7,30000,5,11,B,RENT,debt,Other,1
2,68000,10,7,E,RENT,debt,Other,1
10,90000,11,10,C,RENT,small_business,TX,1
2,58600,8,10,D,MORTGAGE,purchase,TX,0
5,50000,13,16,D,OWN,small_business,Other,1
10,85000,15,15,B,RENT,debt,CA,1
5,45000,13,13,A,RENT,debt,Other,1
7,44004,3,7,D,MORTGAGE,purchase,Other,1
10,84996,6,24,B,MORTGAGE,purchase,Other,1
6,33000,9,9,A,RENT,purchase,Other,1
5,60000,11,24,B,MORTGAGE,debt,Other,1
1,19200,7,7,C,OWN,debt,Other,1
10,62000,5,14,B,RENT,debt,Other,1
1,38500,15,10,E,RENT,debt,Other,1
4,68000,7,6,B,RENT,debt,Other,1
1,30000,8,9,B,RENT,debt,FL,1
10,50000,9,10,A,RENT,purchase,NY,1
2,23000,5,6,D,RENT,debt,TX,1
10,50400,10,11,E,RENT,debt,GA,1
5,110000,7,11,C,RENT,debt,CA,1
1,40000,5,5,C,RENT,purchase,Other,1
10,83954,12,12,A,RENT,debt,Other,1
5,35000,7,8,C,RENT,debt,Other,1
4,60000,9,23,A,RENT,debt,CA,1
4,40000,6,7,D,RENT,debt,Other,1
2,42336,6,12,B,RENT,small_business,Other,1
4,92000,6,11,B,RENT,purchase,IL,1
2,75000,6,10,A,RENT,debt,Other,1
10,90000,13,12,B,RENT,debt,CA,1
4,45000,11,8,B,MORTGAGE,debt,GA,1
8,48000,7,42,A,RENT,debt,FL,1
6,110000,10,15,B,MORTGAGE,debt,Other,1
1,30600,9,7,B,RENT,debt,TX,1
4,69000,12,10,E,RENT,debt,Other,1
4,45000,9,15,B,RENT,debt,CA,1
3,27500,8,4,E,RENT,purchase,Other,0
10,150500,11,11,A,MORTGAGE,debt,NY,1
2,32000,5,5,D,RENT,debt,NY,1
5,37500,12,6,B,RENT,debt,Other,1
1,60000,8,7,B,RENT,purchase,Other,0
2,33000,10,5,B,RENT,debt,FL,0
10,70000,15,17,B,RENT,debt,GA,1
9,75000,14,21,C,RENT,debt,FL,1
1,16800,3,16,B,RENT,purchase,TX,1
1,38000,9,11,C,RENT,debt,IL,1
5,35000,9,6,B,OWN,debt,Other,0
1,95000,14,27,B,MORTGAGE,debt,Other,1
10,77400,14,28,C,MORTGAGE,debt,Other,0
1,61000,15,6,D,RENT,debt,IL,1
8,70000,8,12,B,RENT,debt,NY,1
10,67000,9,27,C,RENT,debt,Other,1
1,90000,8,12,C,MORTGAGE,debt,FL,1
5,140000,16,9,B,OWN,debt,Other,1
6,55000,5,12,E,OWN,debt,NY,1
9,32400,5,4,C,RENT,debt,Other,1
4,50000,6,11,B,RENT,purchase,NY,1
9,70000,16,23,A,MORTGAGE,debt,Other,1
10,35000,3,22,B,OWN,purchase,Other,1
4,43000,7,9,D,RENT,small_business,TX,1
10,140000,14,17,E,MORTGAGE,small_business,Other,1
10,115000,15,16,C,MORTGAGE,purchase,Other,1
4,45000,10,10,A,RENT,debt,Other,1
7,95000,15,24,E,RENT,debt,CA,1
5,36000,7,4,C,RENT,debt,NY,1
5,26000,5,13,A,RENT,debt,Other,1
3,80000,3,11,D,RENT,small_business,NY,1
1,50000,8,10,A,RENT,debt,Other,1
10,55000,8,12,C,RENT,small_business,NY,1
5,55000,8,10,A,MORTGAGE,debt,Other,1
3,64424,9,23,A,RENT,purchase,NY,1
10,56000,12,23,A,RENT,debt,NY,1
7,30000,5,5,C,RENT,debt,CA,0
4,111740,14,18,C,MORTGAGE,purchase,GA,1
7,67500,16,17,D,RENT,debt,Other,1
1,41000,7,9,D,RENT,purchase,NY,0
10,120000,10,14,B,RENT,debt,Other,1
10,30000,11,10,B,RENT,debt,CA,0
10,41500,8,5,D,RENT,debt,Other,1
4,60000,19,8,G,RENT,debt,FL,1
10,75000,19,16,B,MORTGAGE,debt,Other,1
2,80000,8,5,C,RENT,debt,FL,1
10,42000,13,16,B,RENT,debt,Other,1
2,41600,10,10,B,MORTGAGE,debt,CA,0
1,48000,9,11,A,RENT,purchase,Other,1
8,50000,13,15,A,MORTGAGE,debt,Other,1
4,70000,15,25,B,RENT,debt,NY,1
2,53000,12,7,B,RENT,debt,Other,1
2,65000,10,14,A,MORTGAGE,small_business,Other,1
2,85000,12,8,B,RENT,debt,Other,1
10,55000,9,11,C,RENT,debt,CA,1
10,36000,5,11,C,RENT,debt,Other,1
1,26000,8,5,B,RENT,debt,FL,1
7,80000,4,8,E,RENT,small_business,NY,1
7,70000,12,9,D,RENT,small_business,IL,0
4,80000,11,15,C,MORTGAGE,debt,GA,1
2,100000,16,15,E,MORTGAGE,purchase,Other,1
1,62000,11,11,B,RENT,debt,TX,1
7,50000,9,10,B,RENT,debt,Other,1
1,66000,10,17,C,OWN,debt,Other,0
10,80000,6,16,D,OWN,debt,Other,1
7,100000,7,20,D,MORTGAGE,debt,TX,1
1,123000,10,15,C,MORTGAGE,debt,Other,1
10,70000,9,26,B,RENT,debt,Other,1
9,60000,16,19,C,MORTGAGE,debt,IL,1
10,150000,23,14,C,MORTGAGE,small_business,FL,1
3,80000,11,9,B,RENT,purchase,CA,1
10,31000,8,9,A,RENT,debt,FL,1
4,90000,10,31,C,MORTGAGE,purchase,Other,1
1,61600,10,23,B,RENT,debt,Other,1
10,71316,13,18,F,MORTGAGE,debt,Other,0
8,42000,9,7,D,RENT,debt,FL,1
5,34000,10,10,A,RENT,debt,Other,1
10,36000,7,11,D,RENT,debt,Other,1
4,65000,7,18,A,RENT,debt,Other,1
8,35000,6,11,B,RENT,debt,Other,1
1,50000,8,7,D,RENT,debt,Other,0
5,62004,7,10,A,RENT,purchase,NY,1
10,74000,8,11,B,RENT,debt,CA,1
1,42000,7,10,C,MORTGAGE,debt,GA,1
5,48000,14,7,B,OWN,debt,Other,1
7,65000,6,14,B,RENT,debt,CA,1
2,15360,4,6,B,RENT,debt,Other,1
10,61000,10,18,C,MORTGAGE,debt,FL,1
1,83000,9,10,A,RENT,debt,NY,0
2,120000,12,14,A,MORTGAGE,small_business,CA,1
1,106000,12,12,E,RENT,debt,Other,1
5,42000,5,5,E,RENT,debt,Other,0
1,30000,7,11,A,MORTGAGE,debt,Other,0
10,32000,5,12,D,RENT,purchase,TX,1
1,72100,8,7,C,RENT,debt,CA,1
3,58000,10,13,B,RENT,debt,Other,1
4,40000,6,4,C,RENT,purchase,NY,1
1,75000,7,16,C,RENT,purchase,CA,1
3,48880,7,9,B,RENT,debt,IL,1
5,48000,6,12,A,RENT,debt,Other,1
9,40000,8,21,B,MORTGAGE,debt,Other,1
7,110000,10,6,B,MORTGAGE,debt,FL,1
4,60000,8,6,D,MORTGAGE,debt,CA,1
3,65000,8,8,A,RENT,debt,Other,1
7,50000,3,10,C,MORTGAGE,debt,FL,1
10,55000,10,11,A,RENT,debt,CA,0
10,63000,13,25,B,MORTGAGE,debt,CA,0
10,133224,14,10,B,MORTGAGE,purchase,TX,1
8,35100,8,14,C,RENT,small_business,Other,1
6,38000,7,7,C,RENT,debt,Other,0
6,38000,10,7,D,RENT,debt,CA,1
3,41000,13,25,C,RENT,purchase,CA,1
7,108000,14,23,A,MORTGAGE,debt,Other,1
1,43000,5,7,C,RENT,debt,Other,1
4,45000,7,16,B,RENT,debt,TX,1
1,23000,11,9,B,RENT,purchase,Other,1
2,47532,14,20,C,MORTGAGE,debt,Other,0
1,26000,8,5,D,RENT,debt,Other,1
1,150000,8,14,C,MORTGAGE,purchase,Other,1
4,32000,12,9,B,RENT,debt,Other,1
3,55000,11,12,A,RENT,debt,Other,1
4,35000,9,5,D,RENT,debt,CA,1
3,75000,10,18,C,OWN,purchase,Other,1
5,74000,11,25,B,MORTGAGE,purchase,TX,1
9,50000,14,14,D,MORTGAGE,purchase,Other,1
8,30000,4,16,A,OWN,debt,Other,1
1,37000,4,12,B,RENT,small_business,Other,0
3,105000,8,20,C,RENT,debt,CA,1
10,42000,6,22,D,RENT,debt,CA,0
10,80000,7,23,B,OWN,debt,CA,1
10,35000,8,21,B,MORTGAGE,purchase,FL,1
6,23000,7,14,A,OWN,debt,Other,1
7,50000,5,16,D,RENT,debt,Other,1
10,36000,5,12,B,RENT,debt,GA,1
10,60000,16,11,C,MORTGAGE,debt,Other,1
7,40000,11,14,D,RENT,debt,Other,1
1,38200,12,7,D,RENT,debt,Other,1
8,37000,11,12,C,RENT,debt,FL,0
10,56000,8,12,C,RENT,debt,CA,1
1,38000,7,11,A,RENT,debt,CA,1
3,43000,9,11,A,RENT,debt,TX,1
1,60000,12,14,E,MORTGAGE,debt,CA,0
3,46000,7,5,F,RENT,debt,FL,1
2,105000,9,11,B,MORTGAGE,debt,FL,1
5,107000,10,10,E,RENT,debt,NY,1
4,70000,8,16,C,MORTGAGE,debt,Other,1
10,78000,12,18,D,RENT,debt,CA,0
10,24000,8,10,B,RENT,debt,Other,1
5,51750,18,14,E,MORTGAGE,debt,Other,1
1,57600,13,4,C,MORTGAGE,purchase,TX,1
1,50000,18,10,B,RENT,debt,Other,1
7,55000,17,10,E,RENT,debt,Other,0
2,120000,13,43,A,RENT,small_business,Other,1
2,108000,12,10,C,OWN,purchase,CA,0
4,40000,6,13,C,RENT,debt,NY,1
1,97600,9,18,A,RENT,debt,IL,1
10,70800,9,37,A,MORTGAGE,debt,Other,1
10,45000,7,7,C,RENT,debt,TX,1
2,60000,6,7,B,RENT,debt,Other,1
3,88000,7,15,B,MORTGAGE,purchase,CA,1
10,74000,10,27,D,MORTGAGE,debt,Other,1
2,91500,13,7,B,RENT,debt,Other,1
2,42500,8,19,B,RENT,debt,IL,1
6,45000,6,7,D,RENT,purchase,GA,1
8,75000,11,11,E,RENT,debt,FL,1
10,103000,8,16,C,MORTGAGE,debt,Other,1
2,42000,12,4,C,RENT,small_business,IL,1
8,90000,10,11,A,MORTGAGE,purchase,NY,1
1,63000,13,17,B,MORTGAGE,debt,Other,1
1,35000,6,11,A,RENT,debt,Other,1
6,16000,7,11,C,RENT,debt,Other,1
10,53000,8,16,B,MORTGAGE,debt,GA,1
2,110000,12,16,D,RENT,debt,NY,1
4,69000,7,6,E,MORTGAGE,purchase,GA,1
1,16000,12,12,B,RENT,debt,Other,1
4,38400,7,6,A,MORTGAGE,debt,TX,1
3,80000,8,14,B,MORTGAGE,debt,Other,1
6,80952,12,6,D,RENT,debt,IL,1
6,65000,7,11,A,OWN,debt,Other,1
10,70000,9,10,A,RENT,debt,CA,1
7,175000,12,18,B,MORTGAGE,debt,TX,1
8,34000,6,12,B,RENT,purchase,CA,0
1,35000,11,15,A,RENT,debt,FL,1
10,60000,8,13,F,RENT,debt,CA,1
10,35000,12,10,A,RENT,debt,CA,1
2,35000,10,11,B,OWN,debt,CA,1
10,60000,7,21,C,RENT,debt,CA,1
1,75000,9,6,D,OWN,purchase,CA,1
1,66000,11,12,A,MORTGAGE,small_business,IL,0
6,77000,8,8,C,RENT,debt,IL,1
3,62000,9,7,A,MORTGAGE,small_business,CA,1
6,73000,10,19,B,MORTGAGE,debt,Other,1
8,130000,7,13,B,MORTGAGE,debt,Other,1
7,61000,5,6,B,MORTGAGE,debt,Other,1
5,90000,9,10,F,RENT,debt,CA,0
1,25000,14,6,C,OWN,debt,Other,1
2,14400,4,6,B,RENT,debt,FL,1
6,70000,13,5,B,RENT,debt,Other,1
4,82500,7,8,E,RENT,debt,Other,1
7,35000,7,5,D,RENT,debt,Other,0
10,43200,9,11,C,RENT,debt,NY,1
1,125000,12,12,B,MORTGAGE,debt,TX,1
10,80000,8,15,A,MORTGAGE,debt,Other,1
1,87500,17,9,D,RENT,debt,Other,1
10,22000,12,17,B,MORTGAGE,debt,Other,1
10,80000,5,21,C,OWN,debt,Other,1
7,70000,9,9,A,MORTGAGE,purchase,TX,1
9,63208,6,22,B,RENT,debt,Other,1
2,48000,4,7,D,RENT,small_business,GA,1
6,45500,7,12,B,MORTGAGE,debt,FL,1
4,48000,8,12,B,MORTGAGE,debt,Other,1
1,19200,9,31,A,RENT,debt,IL,1
4,68000,19,11,E,RENT,debt,Other,1
3,35000,9,23,A,OWN,purchase,Other,1
10,63000,9,13,C,MORTGAGE,debt,FL,1
5,29406,5,8,B,RENT,debt,CA,0
8,26004,3,9,B,RENT,debt,Other,0
1,120000,9,5,B,RENT,debt,CA,0
1,110000,17,14,A,MORTGAGE,debt,Other,1
10,34000,10,13,B,RENT,debt,Other,1
10,26500,6,13,C,RENT,debt,Other,0
2,40000,8,7,C,RENT,debt,Other,1
1,88800,34,17,F,MORTGAGE,debt,Other,0
6,100000,9,11,A,RENT,debt,NY,1
3,45000,4,7,B,RENT,debt,NY,1
2,85000,9,9,F,RENT,debt,NY,1
9,36000,6,11,D,RENT,debt,Other,1
10,80000,18,17,D,RENT,debt,NY,1
3,50000,9,6,B,RENT,debt,Other,1
10,75000,10,25,B,RENT,debt,Other,1
8,105000,8,12,A,MORTGAGE,debt,GA,1
3,45408,19,25,B,RENT,debt,CA,1
3,72000,8,7,F,MORTGAGE,debt,CA,0
3,67500,8,8,B,RENT,debt,CA,1
4,60000,3,5,E,RENT,debt,GA,1
2,65000,7,34,A,MORTGAGE,debt,Other,1
9,55000,8,9,C,RENT,debt,Other,0
1,48000,9,11,D,RENT,debt,CA,1
2,55000,9,12,B,MORTGAGE,debt,Other,1
4,65000,12,9,A,RENT,debt,NY,1
9,55000,14,17,D,MORTGAGE,purchase,Other,0
3,75000,10,12,A,MORTGAGE,purchase,TX,1
1,30000,11,8,B,RENT,debt,Other,0
1,30000,19,5,C,RENT,debt,Other,1
2,160000,10,13,C,RENT,debt,CA,1
10,60000,8,5,C,MORTGAGE,purchase,GA,1
10,59000,7,21,D,MORTGAGE,debt,Other,1
3,35000,6,24,C,MORTGAGE,debt,TX,1
2,81800,9,12,C,MORTGAGE,debt,Other,1
5,65000,11,12,B,MORTGAGE,debt,TX,1
1,44400,18,8,C,RENT,debt,FL,1
5,61500,6,11,D,RENT,debt,Other,0
2,46000,8,11,B,MORTGAGE,debt,Other,1
1,62000,15,20,C,RENT,debt,NY,1
4,88000,11,18,B,MORTGAGE,debt,Other,1
10,50000,13,10,B,RENT,debt,NY,0
6,75000,6,6,B,RENT,debt,FL,1
4,90000,8,18,D,MORTGAGE,debt,NY,0
5,100000,11,15,A,MORTGAGE,debt,Other,1
10,110000,17,22,E,MORTGAGE,small_business,FL,0
4,40000,9,16,B,RENT,debt,Other,1
2,50000,16,13,C,MORTGAGE,debt,NY,1
8,88824,8,14,A,MORTGAGE,purchase,Other,1
10,180000,12,22,B,MORTGAGE,debt,Other,1
10,40000,9,11,D,OWN,purchase,Other,1
10,50000,20,11,D,RENT,debt,Other,1
6,40000,7,14,D,RENT,debt,FL,0
3,114054,9,21,A,MORTGAGE,debt,Other,1
6,70000,12,6,B,MORTGAGE,debt,TX,1
10,35000,3,18,F,MORTGAGE,debt,Other,1
10,45000,7,11,A,MORTGAGE,debt,Other,1
10,77000,11,20,C,RENT,debt,Other,1
5,61400,11,13,C,MORTGAGE,purchase,Other,0
10,76800,4,14,F,MORTGAGE,debt,Other,1
10,80000,16,19,D,RENT,debt,Other,1
1,90000,11,5,B,RENT,debt,CA,1
10,32000,10,11,C,RENT,debt,Other,0
2,42000,6,8,B,RENT,debt,FL,1
1,130000,17,12,C,RENT,debt,CA,1
4,35000,13,12,B,RENT,debt,Other,0
6,70000,9,10,B,RENT,purchase,Other,1
7,67000,6,12,B,RENT,debt,CA,1
10,31000,9,10,A,RENT,debt,NY,1
7,50000,15,13,B,RENT,debt,Other,0
5,145000,13,9,B,MORTGAGE,purchase,Other,1
2,66000,8,7,D,RENT,debt,CA,1
7,100000,15,10,B,RENT,debt,NY,1
5,40000,13,5,E,OWN,debt,Other,0
10,45000,7,11,C,RENT,debt,CA,1
10,103000,13,13,E,MORTGAGE,debt,TX,1
1,137000,6,25,F,RENT,debt,FL,1
10,103000,12,26,D,OWN,debt,Other,1
3,75000,8,13,C,RENT,debt,Other,1
5,42000,10,10,B,MORTGAGE,debt,Other,1
10,50000,8,10,A,RENT,debt,Other,1
5,50000,7,13,A,OWN,debt,Other,1
3,80004,8,11,C,OWN,purchase,Other,1
2,43000,6,7,B,RENT,debt,CA,1
10,32000,6,17,B,OWN,debt,FL,1
10,85000,9,11,E,MORTGAGE,debt,Other,1
5,60500,7,11,D,RENT,debt,CA,1
1,35000,12,10,C,RENT,debt,NY,1
5,24000,7,5,C,RENT,debt,Other,1
1,44600,12,11,C,RENT,debt,CA,1
1,52000,13,9,B,RENT,debt,Other,1
2,67000,16,20,B,OWN,debt,NY,1
2,44136,6,8,A,MORTGAGE,debt,CA,1
3,66000,12,15,B,MORTGAGE,debt,FL,1
8,36000,6,12,A,MORTGAGE,debt,Other,1
6,52000,14,12,C,MORTGAGE,purchase,GA,0
2,65000,8,12,B,RENT,debt,Other,1
3,36000,6,7,B,RENT,debt,NY,1
3,36500,7,11,A,RENT,debt,Other,1
5,40000,13,11,B,MORTGAGE,debt,Other,1
3,56604,5,11,D,MORTGAGE,purchase,CA,1
1,23040,6,13,A,RENT,debt,CA,0
1,90000,13,12,D,RENT,debt,NY,1
10,99224.88,8,20,E,MORTGAGE,purchase,Other,1
2,52000,6,12,B,RENT,debt,Other,1
4,17640,5,6,A,OWN,debt,CA,1
4,86000,5,11,C,RENT,debt,Other,1
5,118075,11,18,B,MORTGAGE,debt,Other,1
5,48000,19,10,B,RENT,purchase,NY,1
3,65000,9,5,C,RENT,debt,CA,1
5,40000,8,9,C,RENT,debt,CA,1
7,28800,8,6,C,RENT,debt,Other,1
3,38000,15,11,D,OWN,debt,TX,0
10,85000,18,16,E,MORTGAGE,debt,Other,1
1,52000,15,19,D,RENT,debt,Other,1
6,62361,8,13,B,MORTGAGE,debt,Other,1
1,122400,10,14,F,MORTGAGE,debt,Other,0
10,52000,9,11,D,RENT,debt,Other,1
10,45000,17,12,B,RENT,debt,IL,1
3,75000,11,9,B,MORTGAGE,debt,CA,1
10,50000,7,12,E,RENT,debt,NY,1
3,36000,16,11,E,RENT,debt,Other,1
2,40000,14,11,B,RENT,debt,TX,1
1,25000,8,10,A,RENT,debt,NY,1
10,85000,8,15,B,RENT,debt,NY,1
1,80000,14,12,C,RENT,debt,NY,0
1,55000,10,9,B,RENT,debt,IL,1
10,62000,9,28,C,RENT,debt,Other,1
5,110000,10,6,A,RENT,debt,Other,1
5,44000,5,11,B,RENT,debt,FL,1
9,76000,14,18,B,MORTGAGE,debt,Other,1
9,51000,9,11,E,MORTGAGE,debt,Other,1
4,106000,9,15,C,MORTGAGE,debt,CA,1
4,42000,11,9,C,RENT,debt,Other,1
1,78000,18,19,A,MORTGAGE,purchase,Other,0
1,19240,6,21,B,RENT,debt,Other,1
7,75000,7,11,F,RENT,debt,NY,0
4,75000,7,22,B,RENT,purchase,Other,1
2,52800,9,5,A,RENT,debt,Other,1
9,75000,8,23,A,OWN,debt,Other,1
1,40000,15,15,B,RENT,debt,FL,1
3,24000,7,15,D,RENT,debt,Other,1
3,45000,9,8,F,RENT,purchase,Other,1
9,105000,8,10,D,RENT,debt,FL,1
2,60000,7,11,C,MORTGAGE,debt,Other,1
4,53000,7,12,B,OWN,debt,Other,1
1,46330,7,10,B,RENT,debt,Other,1
10,59000,9,18,E,MORTGAGE,debt,Other,0
7,36000,8,11,C,MORTGAGE,debt,Other,1
10,95000,9,27,A,MORTGAGE,debt,Other,1
10,58977,17,23,C,RENT,debt,CA,1
1,75000,8,6,B,RENT,purchase,Other,1
2,27000,10,21,B,RENT,debt,Other,1
4,72000,13,18,F,MORTGAGE,debt,Other,1
2,37000,7,17,C,RENT,debt,Other,1
2,69077,11,18,A,MORTGAGE,debt,Other,1
2,54329,11,7,D,RENT,debt,NY,1
10,200000,7,17,B,RENT,debt,NY,1
1,110000,13,17,B,MORTGAGE,purchase,Other,1
2,63500,16,9,D,RENT,debt,Other,1
2,70000,4,26,A,MORTGAGE,purchase,TX,1
1,30000,6,10,C,RENT,purchase,Other,1
2,54996,10,11,A,RENT,purchase,NY,1
5,21000,2,4,F,RENT,purchase,Other,0
1,38000,10,11,C,RENT,debt,Other,1
10,72000,12,11,E,MORTGAGE,debt,Other,1
2,75000,6,12,B,RENT,debt,Other,1
10,56000,11,12,D,RENT,purchase,Other,0
2,48000,4,15,A,OWN,purchase,CA,1
3,100000,25,11,F,MORTGAGE,debt,CA,1
5,50000,13,11,A,OWN,purchase,Other,1
1,28500,6,4,B,RENT,debt,Other,1
5,37000,7,9,D,RENT,debt,FL,1
8,60000,13,16,C,RENT,debt,GA,0
7,70000,8,10,C,RENT,debt,Other,1
1,80000,5,4,F,RENT,purchase,Other,1
10,74143.68,10,8,D,MORTGAGE,purchase,Other,0
2,94500,13,13,E,RENT,debt,Other,1
1,50000,10,14,B,RENT,debt,CA,1
1,42000,11,14,C,RENT,debt,FL,0
1,53000,12,32,C,OWN,debt,Other,1
6,22000,10,6,B,RENT,debt,CA,1
3,90000,6,8,B,MORTGAGE,small_business,CA,0
10,42000,10,11,B,RENT,debt,Other,0
3,35000,15,7,B,RENT,debt,Other,1
10,54000,11,10,D,MORTGAGE,debt,Other,1
6,40000,8,6,C,RENT,debt,IL,1
10,49000,10,14,B,RENT,debt,Other,1
5,38000,7,5,B,RENT,debt,Other,1
8,118000,6,16,B,MORTGAGE,debt,Other,1
9,54000,5,7,F,MORTGAGE,debt,CA,1
10,135000,15,15,E,RENT,purchase,CA,1
9,53000,7,17,C,RENT,debt,Other,0
10,60000,12,15,A,MORTGAGE,debt,Other,1
3,116500,20,12,E,MORTGAGE,debt,Other,1
4,44000,8,5,B,MORTGAGE,debt,Other,1
5,52000,10,12,B,MORTGAGE,debt,Other,1
4,65000,7,10,D,RENT,debt,Other,1
3,51000,13,17,C,RENT,debt,Other,1
6,45000,3,15,C,RENT,debt,NY,0
4,60000,10,12,C,MORTGAGE,purchase,NY,1
2,40000,4,12,E,RENT,debt,Other,0
1,20000,6,7,B,OWN,debt,NY,1
7,42000,5,12,D,OWN,debt,NY,0
1,25000,7,11,B,RENT,debt,Other,1
1,112000,10,16,A,RENT,debt,Other,0
5,30000,13,8,B,MORTGAGE,debt,Other,1
5,35000,7,16,A,MORTGAGE,debt,Other,1
6,30000,5,11,B,RENT,debt,NY,1
2,70000,16,15,C,RENT,debt,Other,1
10,105000,9,13,B,MORTGAGE,debt,CA,1
5,52000,8,8,B,MORTGAGE,debt,GA,0
2,108000,10,8,D,RENT,debt,NY,1
4,92496,14,24,C,MORTGAGE,purchase,Other,1
6,47000,12,6,C,MORTGAGE,purchase,CA,1
5,24000,4,12,A,RENT,debt,FL,1
6,67000,19,8,D,RENT,debt,Other,1
4,50000,8,26,A,RENT,debt,Other,1
5,48996,14,16,A,MORTGAGE,debt,GA,1
5,165000,5,13,D,RENT,debt,NY,0
10,70000,8,16,B,RENT,debt,NY,1
7,49000,7,15,E,OWN,debt,IL,1
10,85470,14,16,D,MORTGAGE,debt,TX,1
10,32160,11,29,C,RENT,debt,CA,1
8,50000,22,14,C,MORTGAGE,debt,TX,1
10,47000,3,7,E,RENT,purchase,Other,0
4,62000,18,7,B,RENT,debt,NY,0
2,115000,7,23,B,RENT,debt,CA,1
10,64000,9,11,D,MORTGAGE,debt,GA,0
4,96000,9,5,B,RENT,purchase,Other,1
10,40100,12,22,B,RENT,debt,Other,1
10,75000,7,14,A,MORTGAGE,debt,Other,1
6,95000,9,15,B,RENT,debt,FL,1
3,55000,12,11,B,RENT,debt,IL,0
10,175000,18,20,B,MORTGAGE,purchase,Other,0
10,37000,8,11,A,RENT,debt,CA,1
6,60500,10,12,B,OWN,debt,Other,1
10,60000,11,10,C,OWN,debt,TX,1
7,52000,8,13,A,RENT,debt,CA,1
1,95000,4,9,G,RENT,debt,NY,1
10,60000,15,13,A,MORTGAGE,debt,NY,1
6,140000,13,16,C,OWN,debt,CA,1
2,65000,10,22,B,MORTGAGE,debt,FL,1
9,47000,13,15,C,MORTGAGE,debt,Other,1
1,28000,6,7,A,RENT,debt,FL,1
10,45256,19,12,B,RENT,debt,IL,0
